,标普500,,,日经225,,,上证综指
,SPX.GI,,,N225.GI,,,000001.SH
日期,收盘价,,日期,收盘价,,日期,收盘价
Date,close,,Date,close,,Date,close
2017-02-08,15798.5735,,2017-02-08,1166.5344,,2017-02-08,3166.9818
2017-02-09,15857.3748,,2017-02-09,1160.9120,,2017-02-09,3183.1794
2017-02-10,15939.1686,,2017-02-10,1175.7972,,2017-02-10,3196.6990
2017-02-13,16041.1769,,2017-02-13,1176.3056,,2017-02-13,3216.8394
2017-02-14,16083.9529,,2017-02-14,1164.2276,,2017-02-14,3217.9280
2017-02-15,16123.3726,,2017-02-15,1166.6676,,2017-02-15,3212.9857
2017-02-16,16108.7361,,2017-02-16,1162.8833,,2017-02-16,3229.6184
2017-02-17,16095.1009,,2017-02-17,1162.2134,,2017-02-17,3202.0756
2017-02-20,16162.5792,,2017-02-20,1172.5448,,2017-02-20,3239.9613
2017-02-21,16271.4490,,2017-02-21,1177.5582,,2017-02-21,3253.3257
2017-02-22,16263.2901,,2017-02-22,1173.7612,,2017-02-22,3261.2184
2017-02-23,16238.1928,,2017-02-23,1174.5304,,2017-02-23,3251.3750
2017-02-24,16252.9728,,2017-02-24,1174.2905,,2017-02-24,3253.4327
2017-02-27,16307.1977,,2017-02-27,1171.4217,,2017-02-27,3228.6602
2017-02-28,16250.0250,,2017-02-28,1165.9907,,2017-02-28,3241.7331
2017-03-01,16483.7256,,2017-03-01,1181.3187,,2017-03-01,3246.9335
2017-03-02,16389.7533,,2017-03-02,1181.3422,,2017-03-02,3230.0281
2017-03-03,16418.7436,,2017-03-03,1173.0759,,2017-03-03,3218.3118
2017-03-06,16339.7575,,2017-03-06,1170.5388,,2017-03-06,3233.8657
2017-03-07,16331.7069,,2017-03-07,1171.8299,,2017-03-07,3242.4063
2017-03-08,16312.1235,,2017-03-08,1166.2359,,2017-03-08,3240.6646
2017-03-09,16347.1639,,2017-03-09,1167.5377,,2017-03-09,3216.7457
2017-03-10,16400.1230,,2017-03-10,1177.1000,,2017-03-10,3212.7601
2017-03-13,16374.0948,,2017-03-13,1179.7331,,2017-03-13,3237.0244
2017-03-14,16349.5173,,2017-03-14,1179.7860,,2017-03-14,3239.3278
2017-03-15,16485.7245,,2017-03-15,1180.1245,,2017-03-15,3241.7597
2017-03-16,16398.6590,,2017-03-16,1189.8659,,2017-03-16,3268.9354
2017-03-17,16379.7212,,2017-03-17,1186.3661,,2017-03-17,3237.4471
2017-03-20,16376.4683,,2017-03-20,1195.8926,,2017-03-20,3250.8082
2017-03-21,16190.3805,,2017-03-21,1194.3965,,2017-03-21,3261.6108
2017-03-22,16178.2372,,2017-03-22,1175.3863,,2017-03-22,3245.2198
2017-03-23,16153.3422,,2017-03-23,1180.7890,,2017-03-23,3248.5495
2017-03-24,16137.1303,,2017-03-24,1194.2576,,2017-03-24,3269.4451
2017-03-27,16086.9575,,2017-03-27,1180.3721,,2017-03-27,3266.9552
2017-03-28,16222.7162,,2017-03-28,1193.4392,,2017-03-28,3252.9479
2017-03-29,16271.7274,,2017-03-29,1192.4639,,2017-03-29,3241.3144
2017-03-30,16313.3285,,2017-03-30,1181.8434,,2017-03-30,3210.2369
2017-03-31,16301.1141,,2017-03-31,1167.9494,,2017-03-31,3222.5142
2017-04-05,16213.2373,,2017-04-05,1173.5671,,2017-04-05,3270.3054
2017-04-06,16250.1786,,2017-04-06,1161.5352,,2017-04-06,3281.0047
2017-04-07,16241.2127,,2017-04-07,1161.9105,,2017-04-07,3286.6160
2017-04-10,16274.3041,,2017-04-10,1167.7055,,2017-04-10,3269.3926
2017-04-11,16230.9607,,2017-04-11,1167.3174,,2017-04-11,3288.9657
2017-04-12,16165.9474,,2017-04-12,1165.9017,,2017-04-12,3273.8301
2017-04-13,15988.4746,,2017-04-13,1162.8442,,2017-04-13,3275.9603
2017-04-14,16009.2023,,2017-04-14,1157.6383,,2017-04-14,3246.0668
2017-04-17,16157.6653,,2017-04-17,1165.3938,,2017-04-17,3222.1673
2017-04-18,16125.7439,,2017-04-18,1163.1708,,2017-04-18,3196.7133
2017-04-19,16054.8105,,2017-04-19,1166.7030,,2017-04-19,3170.6867
2017-04-20,16206.2945,,2017-04-20,1166.5579,,2017-04-20,3172.1003
2017-04-21,16164.3892,,2017-04-21,1173.2376,,2017-04-21,3173.1512
2017-04-24,16304.0003,,2017-04-24,1178.4778,,2017-04-24,3129.5312
2017-04-25,16441.5192,,2017-04-25,1197.1516,,2017-04-25,3134.5674
2017-04-26,16436.3995,,2017-04-26,1195.2502,,2017-04-26,3140.8471
2017-04-27,16457.6698,,2017-04-27,1193.1731,,2017-04-27,3152.1869
2017-04-28,16434.5290,,2017-04-28,1190.6394,,2017-04-28,3154.6584
2017-05-02,16488.5519,,2017-05-02,1199.3524,,2017-05-02,3143.7121
2017-05-03,16452.3052,,2017-05-03,1196.6495,,2017-05-03,3135.3460
2017-05-04,16477.4131,,2017-05-04,1190.2324,,2017-05-04,3127.3687
2017-05-05,16527.2692,,2017-05-05,1190.3685,,2017-05-05,3103.0378
2017-05-08,16543.0053,,2017-05-08,1216.8011,,2017-05-08,3078.6129
2017-05-09,16547.6166,,2017-05-09,1211.6731,,2017-05-09,3080.5269
2017-05-10,16573.2846,,2017-05-10,1209.0300,,2017-05-10,3052.7850
2017-05-11,16533.8476,,2017-05-11,1206.7156,,2017-05-11,3061.5003
2017-05-12,16484.7773,,2017-05-12,1206.0977,,2017-05-12,3083.5132
2017-05-15,16540.4537,,2017-05-15,1208.6234,,2017-05-15,3090.2289
2017-05-16,16514.2089,,2017-05-16,1207.5793,,2017-05-16,3112.9642
2017-05-17,16177.4754,,2017-05-17,1209.5201,,2017-05-17,3104.4415
2017-05-18,16231.6781,,2017-05-18,1210.4426,,2017-05-18,3090.1390
2017-05-19,16382.9680,,2017-05-19,1213.1970,,2017-05-19,3090.6309
2017-05-22,16440.4535,,2017-05-22,1216.4326,,2017-05-22,3075.6756
2017-05-23,16467.7916,,2017-05-23,1214.9839,,2017-05-23,3061.9470
2017-05-24,16532.1048,,2017-05-24,1217.2337,,2017-05-24,3064.0759
2017-05-25,16590.3234,,2017-05-25,1221.2219,,2017-05-25,3107.8311
2017-05-26,16596.2002,,2017-05-26,1211.2722,,2017-05-26,3110.0587
2017-05-31,16552.9069,,2017-05-31,1218.2371,,2017-05-31,3117.1778
2017-06-01,16546.2785,,2017-06-01,1221.9082,,2017-06-01,3102.6232
2017-06-02,16602.7495,,2017-06-02,1232.8923,,2017-06-02,3105.5400
2017-06-05,16549.6454,,2017-06-05,1240.9492,,2017-06-05,3091.6561
2017-06-06,16503.4104,,2017-06-06,1229.6030,,2017-06-06,3102.1260
2017-06-07,16510.8014,,2017-06-07,1239.3462,,2017-06-07,3140.3249
2017-06-08,16532.7355,,2017-06-08,1231.3678,,2017-06-08,3150.3336
2017-06-09,16528.9839,,2017-06-09,1237.8802,,2017-06-09,3158.4004
2017-06-12,16507.2192,,2017-06-12,1226.6672,,2017-06-12,3139.8766
2017-06-13,16583.1544,,2017-06-13,1230.1407,,2017-06-13,3153.7429
2017-06-14,16562.9847,,2017-06-14,1227.1313,,2017-06-14,3130.6740
2017-06-15,16504.7276,,2017-06-15,1229.9100,,2017-06-15,3132.4863
2017-06-16,16544.2034,,2017-06-16,1222.3025,,2017-06-16,3123.1662
2017-06-19,16676.6583,,2017-06-19,1229.8521,,2017-06-19,3144.3739
2017-06-20,16595.1995,,2017-06-20,1234.0550,,2017-06-20,3140.0136
2017-06-21,16609.1553,,2017-06-21,1234.2057,,2017-06-21,3156.2118
2017-06-22,16602.5597,,2017-06-22,1232.5128,,2017-06-22,3147.4532
2017-06-23,16638.4715,,2017-06-23,1234.7165,,2017-06-23,3157.8730
2017-06-26,16639.3355,,2017-06-26,1235.8639,,2017-06-26,3185.4439
2017-06-27,16522.4299,,2017-06-27,1234.6204,,2017-06-27,3191.1969
2017-06-28,16609.6277,,2017-06-28,1221.7548,,2017-06-28,3173.2014
2017-06-29,16439.4418,,2017-06-29,1222.8429,,2017-06-29,3188.0625
2017-06-30,16417.1487,,2017-06-30,1211.7220,,2017-06-30,3192.4269
2017-07-03,16461.8866,,2017-07-03,1210.4076,,2017-07-03,3195.9116
2017-07-04,16490.3060,,2017-07-04,1200.3384,,2017-07-04,3182.8039
2017-07-05,16522.2982,,2017-07-05,1206.9863,,2017-07-05,3207.1342
2017-07-06,16374.9742,,2017-07-06,1200.8832,,2017-07-06,3212.4440
2017-07-07,16470.3675,,2017-07-07,1196.0443,,2017-07-07,3217.9567
2017-07-10,16497.7853,,2017-07-10,1197.4288,,2017-07-10,3212.6319
2017-07-11,16489.4806,,2017-07-11,1203.3477,,2017-07-11,3203.0375
2017-07-12,16581.8491,,2017-07-12,1199.1899,,2017-07-12,3197.5439
2017-07-13,16596.7770,,2017-07-13,1202.3907,,2017-07-13,3218.1632
2017-07-14,16667.4565,,2017-07-14,1202.5043,,2017-07-14,3222.4168
2017-07-17,16614.4417,,2017-07-17,1208.5600,,2017-07-17,3176.4648
2017-07-18,16636.4303,,2017-07-18,1201.0346,,2017-07-18,3187.5672
2017-07-19,16686.2307,,2017-07-19,1205.7563,,2017-07-19,3230.9762
2017-07-20,16686.8831,,2017-07-20,1215.3231,,2017-07-20,3244.8647
2017-07-21,16668.6284,,2017-07-21,1211.0501,,2017-07-21,3237.9817
2017-07-24,16649.6633,,2017-07-24,1213.3821,,2017-07-24,3250.5989
2017-07-25,16716.9118,,2017-07-25,1210.2829,,2017-07-25,3243.6894
2017-07-26,16732.5382,,2017-07-26,1209.1449,,2017-07-26,3247.6748
2017-07-27,16661.3094,,2017-07-27,1216.6254,,2017-07-27,3249.7814
2017-07-28,16655.2793,,2017-07-28,1210.0653,,2017-07-28,3253.2404
2017-07-31,16620.9195,,2017-07-31,1213.0250,,2017-07-31,3273.0283
2017-08-01,16628.1950,,2017-08-01,1216.1153,,2017-08-01,3292.6383
2017-08-02,16650.5092,,2017-08-02,1222.2520,,2017-08-02,3285.0568
2017-08-03,16615.6346,,2017-08-03,1215.4156,,2017-08-03,3272.9286
2017-08-04,16627.4552,,2017-08-04,1218.7083,,2017-08-04,3262.0809
2017-08-07,16678.6617,,2017-08-07,1216.9713,,2017-08-07,3279.4566
2017-08-08,16627.5025,,2017-08-08,1212.9580,,2017-08-08,3281.8728
2017-08-09,16594.4892,,2017-08-09,1202.8375,,2017-08-09,3275.5730
2017-08-10,16279.9282,,2017-08-10,1197.6939,,2017-08-10,3261.7494
2017-08-11,16269.4447,,2017-08-11,1203.8101,,2017-08-11,3208.5413
2017-08-14,16422.7410,,2017-08-14,1190.8253,,2017-08-14,3237.3602
2017-08-15,16436.2376,,2017-08-15,1199.3025,,2017-08-15,3251.2617
2017-08-16,16481.7918,,2017-08-16,1190.8199,,2017-08-16,3246.4512
2017-08-17,16210.3537,,2017-08-17,1194.6493,,2017-08-17,3268.4298
2017-08-18,16189.0909,,2017-08-18,1187.2083,,2017-08-18,3268.7243
2017-08-21,16199.4134,,2017-08-21,1183.2524,,2017-08-21,3286.9055
2017-08-22,16332.9808,,2017-08-22,1184.1006,,2017-08-22,3290.2257
2017-08-23,16285.3717,,2017-08-23,1180.7516,,2017-08-23,3287.7049
2017-08-24,16225.2479,,2017-08-24,1181.9734,,2017-08-24,3271.5117
2017-08-25,16265.5826,,2017-08-25,1182.2129,,2017-08-25,3331.5221
2017-08-28,16218.2657,,2017-08-28,1181.0952,,2017-08-28,3362.6514
2017-08-29,16217.2566,,2017-08-29,1180.3604,,2017-08-29,3365.2261
2017-08-30,16245.1614,,2017-08-30,1175.2300,,2017-08-30,3363.6266
2017-08-31,16315.3617,,2017-08-31,1174.4522,,2017-08-31,3360.8103
2017-09-01,16322.6934,,2017-09-01,1178.4360,,2017-09-01,3367.1194
2017-09-04,16263.0085,,2017-09-04,1165.9496,,2017-09-04,3379.5830
2017-09-05,16066.9655,,2017-09-05,1152.3313,,2017-09-05,3384.3170
2017-09-06,16102.6883,,2017-09-06,1163.7818,,2017-09-06,3385.3888
2017-09-07,16089.4612,,2017-09-07,1159.1748,,2017-09-07,3365.4974
2017-09-08,16007.1716,,2017-09-08,1153.4052,,2017-09-08,3365.2426
2017-09-11,16171.9686,,2017-09-11,1167.5275,,2017-09-11,3376.4188
2017-09-12,16296.2725,,2017-09-12,1179.8929,,2017-09-12,3379.4880
2017-09-13,16334.8427,,2017-09-13,1178.3610,,2017-09-13,3384.1470
2017-09-14,16337.5763,,2017-09-14,1173.3531,,2017-09-14,3371.4256
2017-09-15,16357.2547,,2017-09-15,1184.0976,,2017-09-15,3353.6192
2017-09-18,16380.0672,,2017-09-18,1172.5899,,2017-09-18,3362.8587
2017-09-19,16426.0775,,2017-09-19,1194.0501,,2017-09-19,3356.8446
2017-09-20,16471.6121,,2017-09-20,1196.7532,,2017-09-20,3365.9959
2017-09-21,16470.7020,,2017-09-21,1191.1008,,2017-09-21,3357.8123
2017-09-22,16479.8711,,2017-09-22,1188.7428,,2017-09-22,3352.5294
2017-09-25,16464.2244,,2017-09-25,1196.6240,,2017-09-25,3341.5487
2017-09-26,16498.1200,,2017-09-26,1203.2220,,2017-09-26,3343.5826
2017-09-27,16594.5992,,2017-09-27,1195.9181,,2017-09-27,3345.2717
2017-09-28,16637.9327,,2017-09-28,1197.6156,,2017-09-28,3339.6421
2017-09-29,16720.7404,,2017-09-29,1202.8322,,2017-09-29,3348.9431
2017-10-09,16920.6732,,2017-10-09,1223.7520,,2017-10-09,3374.3781
2017-10-10,16903.8565,,2017-10-10,1224.6098,,2017-10-10,3382.9879
2017-10-11,16823.9557,,2017-10-11,1223.5589,,2017-10-11,3388.2838
2017-10-12,16787.1601,,2017-10-12,1226.4169,,2017-10-12,3386.1000
2017-10-13,16816.7095,,2017-10-13,1241.7033,,2017-10-13,3390.5233
2017-10-16,16839.2460,,2017-10-16,1250.1883,,2017-10-16,3378.4704
2017-10-17,16861.8315,,2017-10-17,1253.2624,,2017-10-17,3372.0407
2017-10-18,16902.0109,,2017-10-18,1257.8564,,2017-10-18,3381.7937
2017-10-19,16933.6875,,2017-10-19,1255.1459,,2017-10-19,3370.1721
2017-10-20,17020.0779,,2017-10-20,1259.7137,,2017-10-20,3378.6481
2017-10-23,16981.4501,,2017-10-23,1261.6385,,2017-10-23,3380.6990
2017-10-24,17025.1107,,2017-10-24,1274.3377,,2017-10-24,3388.2477
2017-10-25,16959.5302,,2017-10-25,1264.1215,,2017-10-25,3396.8975
2017-10-26,16972.3795,,2017-10-26,1268.7770,,2017-10-26,3407.5671
2017-10-27,17157.1466,,2017-10-27,1282.6965,,2017-10-27,3416.8124
2017-10-30,17105.9748,,2017-10-30,1286.6922,,2017-10-30,3390.3371
2017-10-31,17098.9538,,2017-10-31,1292.0815,,2017-10-31,3393.3417
2017-11-01,17101.1568,,2017-11-01,1307.6287,,2017-11-01,3395.9125
2017-11-02,17077.5751,,2017-11-02,1307.6296,,2017-11-02,3383.3095
2017-11-03,17098.3764,,2017-11-03,1306.0744,,2017-11-03,3371.7441
2017-11-06,17165.4589,,2017-11-06,1308.3004,,2017-11-06,3388.1742
2017-11-07,17154.1818,,2017-11-07,1334.9454,,2017-11-07,3413.5748
2017-11-08,17194.7723,,2017-11-08,1335.4862,,2017-11-08,3415.4602
2017-11-09,17142.4922,,2017-11-09,1331.9423,,2017-11-09,3427.7946
2017-11-10,17116.0009,,2017-11-10,1326.5002,,2017-11-10,3432.6731
2017-11-13,17149.6379,,2017-11-13,1306.5127,,2017-11-13,3447.8358
2017-11-14,17123.4389,,2017-11-14,1307.7087,,2017-11-14,3429.5482
2017-11-15,16993.9415,,2017-11-15,1287.6654,,2017-11-15,3402.5245
2017-11-16,17139.1733,,2017-11-16,1312.8601,,2017-11-16,3399.2503
2017-11-17,17091.8441,,2017-11-17,1312.5197,,2017-11-17,3382.9075
2017-11-20,17112.1000,,2017-11-20,1316.1153,,2017-11-20,3392.3988
2017-11-21,17246.1235,,2017-11-21,1321.1377,,2017-11-21,3410.4977
2017-11-22,17216.0433,,2017-11-22,1328.7082,,2017-11-22,3430.4643
2017-11-23,17146.1819,,2017-11-23,1336.7715,,2017-11-23,3351.9182
2017-11-24,17126.5260,,2017-11-24,1333.5896,,2017-11-24,3353.8207
2017-11-27,17136.5941,,2017-11-27,1327.8483,,2017-11-27,3322.2298
2017-11-28,17323.7526,,2017-11-28,1334.8732,,2017-11-28,3333.6570
2017-11-29,17334.9507,,2017-11-29,1336.7148,,2017-11-29,3337.8620
2017-11-30,17483.0298,,2017-11-30,1339.5228,,2017-11-30,3317.1884
2017-12-01,17456.3549,,2017-12-01,1339.0663,,2017-12-01,3317.6174
2017-12-04,17448.0181,,2017-12-04,1331.2754,,2017-12-04,3309.6183
2017-12-05,17384.8761,,2017-12-05,1329.3363,,2017-12-05,3303.6751
2017-12-06,17396.0391,,2017-12-06,1303.6108,,2017-12-06,3293.9648
2017-12-07,17455.4891,,2017-12-07,1326.1914,,2017-12-07,3272.0542
2017-12-08,17557.7027,,2017-12-08,1334.4026,,2017-12-08,3289.9924
2017-12-11,17596.3658,,2017-12-11,1336.4104,,2017-12-11,3322.1956
2017-12-12,17626.2846,,2017-12-12,1332.3431,,2017-12-12,3280.8136
2017-12-13,17641.6475,,2017-12-13,1327.6603,,2017-12-13,3303.0373
2017-12-14,17512.0176,,2017-12-14,1329.4182,,2017-12-14,3292.4385
2017-12-15,17690.5827,,2017-12-15,1326.9638,,2017-12-15,3266.1371
2017-12-18,17798.6366,,2017-12-18,1344.6316,,2017-12-18,3267.9224
2017-12-19,17723.9804,,2017-12-19,1342.9233,,2017-12-19,3296.5384
2017-12-20,17700.7331,,2017-12-20,1339.4632,,2017-12-20,3287.6057
2017-12-21,17663.1283,,2017-12-21,1327.5143,,2017-12-21,3300.0593
2017-12-22,17662.0122,,2017-12-22,1329.9404,,2017-12-22,3297.0630
2017-12-25,17624.9821,,2017-12-25,1329.8990,,2017-12-25,3280.4610
2017-12-26,17534.7588,,2017-12-26,1321.6866,,2017-12-26,3306.1246
2017-12-27,17549.9683,,2017-12-27,1324.1534,,2017-12-27,3275.7828
2017-12-28,17579.7366,,2017-12-28,1316.6406,,2017-12-28,3296.3847
2017-12-29,17469.9025,,2017-12-29,1317.7030,,2017-12-29,3307.1721
2018-01-02,17544.0619,,2018-01-02,1314.2200,,2018-01-02,3348.3259
2018-01-03,17613.1855,,2018-01-03,1316.9290,,2018-01-03,3369.1084
2018-01-04,17717.6482,,2018-01-04,1357.4435,,2018-01-04,3385.7102
2018-01-05,17807.1582,,2018-01-05,1365.1269,,2018-01-05,3391.7501
2018-01-08,17813.9535,,2018-01-08,1359.0323,,2018-01-08,3409.4795
2018-01-09,17874.5809,,2018-01-09,1369.2041,,2018-01-09,3413.8996
2018-01-10,17920.3834,,2018-01-10,1376.4566,,2018-01-10,3421.8343
2018-01-11,18029.8231,,2018-01-11,1387.2973,,2018-01-11,3425.3449
2018-01-12,18091.6136,,2018-01-12,1380.7917,,2018-01-12,3428.9407
2018-01-15,17991.8662,,2018-01-15,1378.9017,,2018-01-15,3410.4882
2018-01-16,17872.3708,,2018-01-16,1393.8277,,2018-01-16,3436.5940
2018-01-17,18030.2698,,2018-01-17,1391.3571,,2018-01-17,3444.6713
2018-01-18,18019.5930,,2018-01-18,1374.8060,,2018-01-18,3474.7540
2018-01-19,18033.4141,,2018-01-19,1376.3916,,2018-01-19,3487.8640
2018-01-22,18162.7373,,2018-01-22,1378.6797,,2018-01-22,3501.3622
2018-01-23,18172.9872,,2018-01-23,1391.4810,,2018-01-23,3546.5048
2018-01-24,18136.4207,,2018-01-24,1388.0625,,2018-01-24,3559.4653
2018-01-25,18092.8367,,2018-01-25,1380.4047,,2018-01-25,3548.3070
2018-01-26,18224.3381,,2018-01-26,1367.8368,,2018-01-26,3558.1288
2018-01-29,18053.4283,,2018-01-29,1375.5111,,2018-01-29,3523.0007
2018-01-30,17869.3688,,2018-01-30,1353.2635,,2018-01-30,3488.0090
2018-01-31,17885.7302,,2018-01-31,1344.6901,,2018-01-31,3480.8334
2018-02-01,17791.1729,,2018-02-01,1354.3735,,2018-02-01,3446.9799
2018-02-02,17369.6545,,2018-02-02,1337.1683,,2018-02-02,3462.0808
2018-02-05,16693.3550,,2018-02-05,1297.7552,,2018-02-05,3487.4970
2018-02-06,16998.7870,,2018-02-06,1247.3431,,2018-02-06,3370.6520
2018-02-07,16862.8144,,2018-02-07,1240.7775,,2018-02-07,3309.2598
2018-02-08,16214.3582,,2018-02-08,1257.5423,,2018-02-08,3262.0504
2018-02-09,16553.9843,,2018-02-09,1244.2974,,2018-02-09,3129.8508
2018-02-12,16733.0656,,2018-02-12,1238.8021,,2018-02-12,3154.1254
2018-02-13,16842.2966,,2018-02-13,1235.5693,,2018-02-13,3184.9587
2018-02-14,17116.8704,,2018-02-14,1244.9229,,2018-02-14,3199.1589
2018-02-22,17178.2579,,2018-02-22,1283.3194,,2018-02-22,3268.5589
2018-02-23,17440.4099,,2018-02-23,1301.8542,,2018-02-23,3289.0241
2018-02-26,17616.5489,,2018-02-26,1312.0487,,2018-02-26,3329.5737
2018-02-27,17329.0305,,2018-02-27,1320.1733,,2018-02-27,3292.0679
2018-02-28,17176.9156,,2018-02-28,1299.2014,,2018-02-28,3259.4080
2018-03-01,16963.5750,,2018-03-01,1290.7159,,2018-03-01,3273.7549
2018-03-02,17044.7628,,2018-03-02,1263.5907,,2018-03-02,3254.5283
2018-03-05,17259.1945,,2018-03-05,1264.3771,,2018-03-05,3256.9263
2018-03-06,17292.4614,,2018-03-06,1277.5908,,2018-03-06,3289.6419
2018-03-07,17259.0079,,2018-03-07,1273.6968,,2018-03-07,3271.6683
2018-03-08,17320.9724,,2018-03-08,1273.5797,,2018-03-08,3288.4055
2018-03-09,17681.0653,,2018-03-09,1280.4446,,2018-03-09,3307.1656
2018-03-12,17625.7006,,2018-03-12,1292.9428,,2018-03-12,3326.6992
2018-03-13,17481.7368,,2018-03-13,1306.2013,,2018-03-13,3310.2389
2018-03-14,17378.0883,,2018-03-14,1292.5257,,2018-03-14,3291.3819
2018-03-15,17346.9164,,2018-03-15,1296.1576,,2018-03-15,3291.1120
2018-03-16,17431.2313,,2018-03-16,1291.6816,,2018-03-16,3269.8821
2018-03-19,17178.2094,,2018-03-19,1283.5053,,2018-03-19,3279.2517
2018-03-20,17183.5587,,2018-03-20,1275.8452,,2018-03-20,3290.6399
2018-03-21,17192.5514,,2018-03-21,1272.5740,,2018-03-21,3280.9521
2018-03-22,16699.3966,,2018-03-22,1287.4440,,2018-03-22,3263.4803
2018-03-23,16376.4387,,2018-03-23,1244.5146,,2018-03-23,3152.7608
2018-03-26,16800.1750,,2018-03-26,1252.1335,,2018-03-26,3133.7218
2018-03-27,16411.4338,,2018-03-27,1269.2332,,2018-03-27,3166.6488
2018-03-28,16355.4925,,2018-03-28,1252.6038,,2018-03-28,3122.2895
2018-03-29,16649.6290,,2018-03-29,1248.6185,,2018-03-29,3160.5306
2018-03-30,16606.0546,,2018-03-30,1267.2197,,2018-03-30,3168.8966
2018-04-02,16204.9116,,2018-04-02,1262.9315,,2018-04-02,3163.1790
2018-04-03,16427.3737,,2018-04-03,1264.6556,,2018-04-03,3136.6332
2018-04-04,16641.9763,,2018-04-04,1259.4524,,2018-04-04,3131.1114
2018-04-09,16492.6980,,2018-04-09,1279.3208,,2018-04-09,3138.2936
2018-04-10,16757.1448,,2018-04-10,1288.1315,,2018-04-10,3190.3216
2018-04-11,16622.2815,,2018-04-11,1272.9677,,2018-04-11,3208.0818
2018-04-12,16738.9148,,2018-04-12,1273.7977,,2018-04-12,3180.1583
2018-04-13,16707.5957,,2018-04-13,1276.6044,,2018-04-13,3159.0521
2018-04-16,16839.3291,,2018-04-16,1277.0946,,2018-04-16,3110.6489
2018-04-17,16988.2807,,2018-04-17,1279.7881,,2018-04-17,3066.7967
2018-04-18,17014.8639,,2018-04-18,1299.8222,,2018-04-18,3091.3987
2018-04-19,16921.4744,,2018-04-19,1299.4489,,2018-04-19,3117.3760
2018-04-20,16794.3796,,2018-04-20,1297.1559,,2018-04-20,3071.5425
2018-04-23,16831.9060,,2018-04-23,1291.1785,,2018-04-23,3068.0120
2018-04-24,16658.0594,,2018-04-24,1294.2474,,2018-04-24,3128.9271
2018-04-25,16645.6400,,2018-04-25,1287.0668,,2018-04-25,3117.9739
2018-04-26,16877.1964,,2018-04-26,1290.5868,,2018-04-26,3075.0301
2018-04-27,16925.3605,,2018-04-27,1302.3950,,2018-04-27,3082.2316
2018-05-02,16781.3109,,2018-05-02,1301.5560,,2018-05-02,3081.1773
2018-05-03,16759.7952,,2018-05-03,1303.9831,,2018-05-03,3100.8586
2018-05-04,16918.3102,,2018-05-04,1307.6686,,2018-05-04,3091.0334
2018-05-07,16993.6506,,2018-05-07,1308.8918,,2018-05-07,3136.6448
2018-05-08,17013.1834,,2018-05-08,1314.1924,,2018-05-08,3161.4976
2018-05-09,17193.8250,,2018-05-09,1309.1940,,2018-05-09,3159.1502
2018-05-10,17364.4728,,2018-05-10,1306.4337,,2018-05-10,3174.4127
2018-05-11,17327.5685,,2018-05-11,1320.4470,,2018-05-11,3163.2632
2018-05-14,17294.0085,,2018-05-14,1324.7107,,2018-05-14,3174.0320
2018-05-15,17213.9115,,2018-05-15,1320.2050,,2018-05-15,3192.1183
2018-05-16,17354.3213,,2018-05-16,1312.6924,,2018-05-16,3169.5652
2018-05-17,17321.5158,,2018-05-17,1317.6141,,2018-05-17,3154.2825
2018-05-18,17298.7106,,2018-05-18,1318.8855,,2018-05-18,3193.3034
2018-05-21,17450.8155,,2018-05-21,1323.8094,,2018-05-21,3213.8404
2018-05-22,17381.6548,,2018-05-22,1319.2782,,2018-05-22,3214.3497
2018-05-23,17431.0103,,2018-05-23,1305.3634,,2018-05-23,3168.9642
2018-05-24,17407.4732,,2018-05-24,1302.4684,,2018-05-24,3154.6506
2018-05-25,17380.3183,,2018-05-25,1311.3506,,2018-05-25,3141.3032
2018-05-28,17406.1709,,2018-05-28,1311.4119,,2018-05-28,3135.0821
2018-05-29,17220.7527,,2018-05-29,1308.1694,,2018-05-29,3120.4605
2018-05-30,17490.0510,,2018-05-30,1304.2450,,2018-05-30,3041.4434
2018-05-31,17352.6839,,2018-05-31,1309.5966,,2018-05-31,3095.4737
2018-06-01,17522.8980,,2018-06-01,1306.0255,,2018-06-01,3075.1372
2018-06-04,17637.1029,,2018-06-04,1317.2924,,2018-06-04,3091.1909
2018-06-05,17635.4762,,2018-06-05,1315.5879,,2018-06-05,3114.2055
2018-06-06,17754.1294,,2018-06-06,1318.6502,,2018-06-06,3115.1803
2018-06-07,17707.9280,,2018-06-07,1324.4110,,2018-06-07,3109.4988
2018-06-08,17786.6257,,2018-06-08,1324.4510,,2018-06-08,3067.1478
2018-06-11,17822.6048,,2018-06-11,1334.9485,,2018-06-11,3052.7831
2018-06-12,17869.5609,,2018-06-12,1328.7517,,2018-06-12,3079.8018
2018-06-13,17807.3318,,2018-06-13,1333.9792,,2018-06-13,3049.7965
2018-06-14,17797.3625,,2018-06-14,1318.9986,,2018-06-14,3044.1597
2018-06-15,17874.8816,,2018-06-15,1328.1894,,2018-06-15,3021.9008
2018-06-19,17745.4969,,2018-06-19,1296.6744,,2018-06-19,2907.8221
2018-06-20,17873.0130,,2018-06-20,1325.6728,,2018-06-20,2915.7314
2018-06-21,17792.5971,,2018-06-21,1330.1072,,2018-06-21,2875.8099
2018-06-22,17852.7244,,2018-06-22,1327.2320,,2018-06-22,2889.7603
2018-06-25,17631.8824,,2018-06-25,1319.6932,,2018-06-25,2859.3364
2018-06-26,17748.9051,,2018-06-26,1328.9468,,2018-06-26,2844.5081
